CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn_probability,risk_band_default,risk_band_optimized,actual_churn,predicted_churn_f1
674,France,Male,22,3,0.0,1,1,1,173940.59,0.0853,Low,Low,0,0
573,Spain,Male,50,0,159304.07,1,0,1,155915.24,0.2545,Low,Low,1,0
799,France,Female,63,1,110314.21,2,1,0,37464.0,0.7584,High,High,1,1
548,France,Female,46,1,0.0,1,1,1,104469.06,0.4629,Medium,Medium,1,1
673,France,Female,37,10,0.0,2,1,1,37411.35,0.0398,Low,Low,0,0
660,Germany,Male,28,2,170890.05,2,1,0,41758.9,0.0499,Low,Low,0,0
558,Germany,Female,36,0,126606.63,2,1,1,172363.52,0.1252,Low,Low,0,0
724,France,Female,32,6,0.0,2,1,1,150026.79,0.0334,Low,Low,0,0
689,France,Female,29,1,77556.79,2,1,1,122998.26,0.0418,Low,Low,0,0
620,France,Female,70,3,87926.24,2,1,0,33350.26,0.6053,Medium,Medium,1,1
664,France,Male,54,8,0.0,1,1,1,162719.69,0.3824,Low,Medium,1,1
702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0.0616,Low,Low,0,0
750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0.1072,Low,Low,0,0
682,Germany,Male,32,2,105163.88,2,1,1,164170.46,0.0437,Low,Low,0,0
610,Spain,Male,42,6,0.0,2,1,0,158302.59,0.0379,Low,Low,1,0
443,France,Male,44,2,0.0,1,1,0,159165.7,0.5024,Medium,Medium,0,1
686,France,Female,47,5,113328.93,1,1,0,124170.9,0.5276,Medium,Medium,0,1
850,France,Female,28,1,105245.34,1,0,1,74780.13,0.0577,Low,Low,0,0
438,France,Male,38,2,0.0,2,1,0,136859.55,0.0413,Low,Low,0,0
682,France,Female,48,7,0.0,2,1,0,65069.03,0.1659,Low,Low,0,0
568,Germany,Male,43,5,87612.64,4,1,1,107155.4,0.9349,High,High,1,1
703,Spain,Female,45,1,0.0,1,1,0,182784.11,0.7375,High,High,1,1
709,Spain,Male,23,10,0.0,2,0,0,129590.18,0.0289,Low,Low,0,0
553,France,Male,38,3,99844.68,1,0,0,187915.7,0.1296,Low,Low,0,0
791,France,Male,28,4,0.0,1,1,0,174435.48,0.1406,Low,Low,0,0
416,Spain,Male,35,8,0.0,1,0,0,119712.78,0.2141,Low,Low,0,0
614,Germany,Male,43,8,140733.74,1,1,1,166588.76,0.4008,Medium,Medium,0,1
716,Spain,Male,42,8,0.0,2,1,0,180800.42,0.0385,Low,Low,0,0
547,Spain,Female,44,5,0.0,3,0,0,5459.07,0.7583,High,High,1,1
846,France,Female,41,5,0.0,3,1,0,3440.47,0.3639,Low,Medium,1,1
631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0.2673,Low,Low,0,0
515,France,Male,33,2,0.0,2,1,1,136028.97,0.0259,Low,Low,0,0
607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0.3164,Low,Low,0,0
739,Spain,Male,19,5,89750.21,1,1,0,193008.52,0.1104,Low,Low,0,0
680,Spain,Male,36,7,0.0,2,1,0,20109.21,0.0327,Low,Low,0,0
747,Germany,Male,37,9,135776.36,3,1,0,85470.45,0.9157,High,High,1,1
850,Germany,Male,42,8,119839.69,1,0,1,51016.02,0.3675,Low,Medium,1,1
640,Spain,Male,62,3,0.0,1,1,1,101663.47,0.2994,Low,Low,0,0
563,France,Female,34,6,139810.34,1,1,1,152417.79,0.0798,Low,Low,0,0
731,Spain,Female,33,5,137388.01,2,1,0,165000.68,0.0857,Low,Low,0,0
497,France,Male,32,8,0.0,2,1,0,67364.42,0.0285,Low,Low,0,0
674,France,Male,36,2,154525.7,1,0,1,27468.72,0.0677,Low,Low,0,0
634,Germany,Male,37,3,111432.77,2,1,1,167032.49,0.081,Low,Low,0,0
516,Germany,Female,47,9,128298.74,1,0,0,149614.17,0.8317,High,High,1,1
689,France,Male,39,7,0.0,2,0,0,14917.09,0.0361,Low,Low,0,0
750,France,Male,33,2,152302.72,1,1,0,71333.44,0.0874,Low,Low,0,0
